TIC,CTOI,TOI,Period (exofop),Period (TEV),TESS mag,In TEV?,Eph match?,Data on PDO?,Upload to TEV?,TEV Disposition,Alert? (Yes/no/unsure/hold),Notes,Public comment,User,Report Type
152223725,152223725.02,,4.44,4.43705,9.3148,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
153123407,153123407.01,,0.257,0.25717,10.4612,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
160036449,160036449.01,,1.897,1.893055,10.8022,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
160036449,160036449.02,,1.894,1.893055,10.8022,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
161577376,161577376.01,,8.29,8.2838,11.3119,Y,Y,,,FP(EB),N,Preliminary Vetting with DAVE.  There are 3 transits with centroids.,,rao,
162694128,162694128.01,,1.334,2.6663,11.3705,Y,Y,,,FP(EB),N,Centroid offset and 4-sigma secondary,"V-shaped grazing, 52 transits",deen,
165493409,165493409.01,,9.112,9.1121,10.3836,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,spoc
165531514,165531514.01,,3.108,3.1069,12.0875,Y,Y,,,FP(EB),N,Centroid offset on another star,,kruse,
167554898,167554898.01,,4.454,4.4536,9.6778,Y,Y,,,FP(EB),N,new CTOI,,gsun,spoc
167692429,167692429.01,,10.257,10.290123,10.507,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
167692429,167692429.02,,10.26,10.290123,10.507,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
167792080,167792080.01,,3.254,3.25061,11.7956,Y,Y,,,FP(EB),N,Centroid offset centered on another star,,galgano,
177350401,177350401.01,,12.075,12.07461,11.04,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,spoc 
191672086,191672086.01,,2.683,2.679475,13.6497,Y,Y,,,FP(EB),N,,offset,cloutier,
197760286,197760286.01,,0.601,0.60128,9.5841,Y,Y,,,FP(EB),N,new CTOI,,gsun,qlp
198382308,198382308.02,,2.0806,2.0802,11.8049,Y,Y,,,FP(EB),N,Signal is secondary; centroid offset,"secondary transit to 198382308.01, but boxy, so full transit",deen,
200324182,200324182.01,,1.297,1.297,10.379,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
201234926,201234926.01,,14.094,14.092215,11.5159,Y,Y,,,FP(EB),N,Too large,,lipponen,
201293780,201293780.01,,0.94,0.938671,9.7546,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
201293780,201293780.02,,0.88,0.938671,9.7546,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
204327008,204327008.01,,0.32,0.323262,11.0763,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
204327008,204327008.02,,0.32,0.323262,11.0763,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
204497617,204497617.01,,1.59,1.589161,11.7963,Y,Y,,,FP(EB),N,Too large; secondary,,lipponen,
206556127,206556127.01,,1.106,1.105503,8.8209,Y,Y,,,FP(EB),N,Too large,,lipponen,
207080350,207080350.01,,9.106,9.106941,7.0938,Y,Y,,,FP(EB),N,Eccentric EB,,lipponen,
211380233,211380233.01,,4.59,4.637339,12.1074,Y,Y,,,FP(EB),N,,Source is 211380239.,lipponen,
214299966,214299966.01,,3.068,3.063765,10.4589,Y,Y,,,FP(EB),N,Signal is secondary,possibly syncd to stellar rotation,lipponen,
219095755,219095755.01,,8.908,8.9003,11.0294,Y,Y,,,FP(EB),N,Centroid offset on another star,,kruse,
219151731,219151731.01,2483.01,1.485,1.4853,10.1217,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",depth aperture correlation,montalto,qlp
219207175,219207175.01,,2.343,2.3428,12.2043,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
219308281,219308281.01,,2.86,2.856943,11.7229,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
219308281,219308281.02,,2.85,2.856943,11.7229,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
219322317,219322317.01,,8.546,8.545,12.1903,Y,Y,,,FP(EB),N,early year 1 report; priority 4/5; new CTOI,Clear secondary in sector-1-early-look,gsun,qlp
219421728,219421728.01,,0.671,0.67115,11.2065,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
219777401,219777401.01,,4.608,4.6099,12.4978,Y,Y,,,FP(EB),N,Centroid offset on another star,,kruse,
219780464,219780464.01,,1.001,1.0004,11.6492,Y,Y,,,FP(EB),N,V-shaped; 4 sigma odd-even,,kruse,
219865181,219865181.01,,1.118,1.116988,11.83,Y,Y,,,FP(EB),N,Centroid offset on another star,,kruse,
220388567,220388567.01,,1.829,1.82361,9.1763,Y,Y,,,FP(EB),N,Odd-even,,lipponen,
220402290,220402290.01,,0.783,0.785319,11.5681,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
220474209,220474209.01,,0.981,0.981124,10.2897,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
220523550,220523550.01,,13.524,13.496574,11.1117,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
220523550,220523550.02,,13.495,13.496574,11.1117,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
220595524,220595524.01,,10.741,5.3716,12.2418,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,spoc
229487733,229487733.01,,13.338,"13.3127, 13.356999999999999",10.6484,Y,Y,,,FP(EB),N,26 full transits,,eisner,
229597404,229597404.01,,6.372,6.3725,12.6601,Y,Y,,,FP(EB),N,Deep secondary away from phase 0.5,,kruse,
229778990,229778990.01,,7.78,7.7757,12.5119,Y,Y,,,FP(EB),N,Centroid offset on another star,,kruse,
229808144,229808144.01,,11.611,11.610027,10.0221,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
229808144,229808144.02,,11.608,11.610027,10.0221,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
230023734,230023734.01,,10.063,20.137,9.65178,Y,Y,,,FP(EB),N,"U-shaped, very weak & uncertain secondary.",,montalto,spoc
230050959,230050959.01,,1.128,2.2549,11.9576,Y,Y,,,FP(EB),N,1350 ppm secondary,,kruse,
231279823,231279823.01,,5.976,5.968964,8.70466,Y,Y,,,FP(EB),N,Centroid offset centered on another star,,cloutier,
231714759,231714759.01,,5.486,5.450688,9.3827,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
231714759,231714759.02,,5.48,5.450688,9.3827,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
231840927,231840927.01,,0.818,0.8182,10.0031,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,spoc
233051157,233051157.01,,0.72,0.72014,12.1896,Y,Y,,,FP(EB),N,Centroid offset on another star,,kruse,
233058265,233058265.01,,26.277,26.278,11.733,Y,Y,,,FP(EB),N,Deep secondary away from phase 0.5,,kruse,
233208635,233208635.01,,8.742,8.7432,12.8254,Y,Y,,,FP(EB),N,Depth-aperture correlation,,kruse,
233714939,233714939.01,,2.2,2.1995,12.6501,Y,Y,,,FP(EB),N,Secondary; depth-aperture correlation,,kruse,
233744223,233744223.01,,44.562,44.559,11.7661,Y,Y,,,FP(EB),N,26 Re at 44 d,,kruse,
234503282,234503282.01,,1.438,1.439303,10.9643,Y,Y,,,FP(EB),N,,It is KS,feinstein,
235009317,235009317.01,,7.458,7.456863,11.8251,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
235009317,235009317.02,,7.453,7.456863,11.8251,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
236761861,236761861.01,,0.893,0.89296,12.2506,Y,Y,,,FP(EB),N,25 Re,,kruse,
237236168,237236168.01,,2.316,2.31351,10.2665,Y,Y,,,FP(EB),N,Significant depth-aperture correlation,,kruse,
237332597,237332597.01,,2.93,2.927444,8.0969,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
237332597,237332597.02,,2.93,2.927444,8.0969,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
238082493,238082493.01,,0.877,0.8774,10.0982,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
238235254,238235254.01,,5.571,5.5699,6.5038,Y,Y,,,FP(EB),N,"new CTOI likely member of Velorum association, PATHOS-39 in Nardiello (2020)",odd/even; v-shaped; too deep,nardiello,qlp
238616144,238616144.01,,2.466,2.46544,10.5649,Y,Y,,,FP(EB),N,,contaminates 238616135,bouma,
251087387,251087387.01,,3.025,3.0248,10.5095,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,spoc
253922296,253922296.01,,3.141,3.13859,9.92411,Y,Y,,,FP(EB),N,,,lipponen,
253928535,253928535.01,,1.122,1.124764,11.1863,Y,Y,,,FP(EB),N,Odd-even,,lipponen,
256865091,256865091.01,,5.199,5.1993,12.3856,Y,Y,,,FP(EB),N,Deep secondary away from phase 0.5,,kruse,
257648522,257648522.01,,2.695,2.6947,9.78482,Y,Y,,,FP(EB),N,KELT FP; new CTOI,,gsun,qlp
258918835,258918835.01,,5.986,5.9855,12.6961,Y,Y,,,FP(EB),N,Centroid offset on another star,,kruse,
260502102,260502102.01,,7.315,7.315218,11.0261,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
260502102,260502102.02,,7.31,7.315218,11.0261,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
261107974,261107974.01,,12.768,12.760552,12.5716,Y,Y,,,FP(EB),N,Centroid offset centered on another star,,galgano,
261335113,261335113.01,,8.119,8.130552,13.6527,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
261335113,261335113.02,,8.131,8.130552,13.6527,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
264051559,264051559.01,,5.464,5.4638,11.0722,Y,Y,,,FP(EB),N,new CTOI,,gsun,spoc
265279725,265279725.01,,2.554,2.5536,12.045,Y,Y,,,FP(EB),N,sector 34 only- good fit to model transits,EBLM J0851+05,rrodrigues,spoc
265489698,265489698.01,,1.156,1.155455,8.7863,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
265489698,265489698.02,,1.153,1.155455,8.7863,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
265613590,265613590.01,,4.82,4.818091,7.2228,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
265613590,265613590.02,,4.815,4.818091,7.2228,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
266996791,266996791.01,,2.126,2.126088,10.4893,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
266996791,266996791.02,,2.123,2.126088,10.4893,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
269698422,269698422.01,,2.39,2.3913,11.2163,Y,Y,,,FP(EB),N,new CTOI,,gsun,spoc
269829384,269829384.01,,1.231,1.243205,11.9403,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
269829384,269829384.02,,1.248,1.243205,11.9403,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
270677759,270677759.01,,9.121,9.12911,12.5937,Y,Y,,,FP(EB),N,Centroid offset centered on another star,,galgano,
272357134,272357134.01,,4.188,4.197416,8.5363,Y,Y,,,FP(EB),N,,,lipponen,
272357134,272357134.02,,4.196,4.197416,8.5363,Y,Y,,,FP(EB),N,,,lipponen,
275570329,275570329.01,,2.142,2.1448,13.0733,Y,Y,,,FP(EB),N,EB Kepler-854 b,Kepler confirmed planet KOI-1450.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
277649549,277649549.01,,14.488,14.490452,7.5194,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
277649549,277649549.02,,14.49,14.490452,7.5194,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
279314488,279314488.01,,1.83,1.832658,10.519,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
279314488,279314488.02,,1.83,1.832658,10.519,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
284206913,284206913.01,3972.01,10.511,10.51135,10.7486,Y,Y,,,FP(EB),N,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,deeper transit on tic match to 284206931 which is R=15Rs,olmschenk,qlp
284990199,284990199.01,,4.093,4.0935,13.7187,Y,Y,,,FP(EB),N,new CTOI,,gsun,spoc
290044434,290044434.01,,1.089,1.0891,9.8266,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,qlp
293480903,293480903.01,,7.578,7.569497,10.4412,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
293480903,293480903.02,,7.57,7.569497,10.4412,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
293689267,293689267.01,,14.834,14.812223,9.529,Y,Y,,,FP(EB),N,,centroid,cloutier,
300560295,300560295.01,,10.289,10.294329,10.7757,Y,Y,,,FP(EB),N,Too large + secondary,,lipponen,
300903537,300903537.01,,5.824,5.8233; 5.8236; 11.6262,12.2995,Y,Y,,,FP(EB),N,9000 ppm secondary,,lipponen,
300903537,300903537.02,,5.798,5.823336,12.2995,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
303909865,303909865.01,,2.131,2.125059,9.1941,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
303909865,303909865.02,,2.125,2.125059,9.1941,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
306385801,306385801.01,,7.018,7.01878,9.5283,Y,Y,,,FP(EB),N,Large; killed in GV; recon spectra show it's SB2,,bouma,
306828113,306828113.01,,0.425,0.42529,10.9838,Y,Y,Y,N,FP(EB),N,newCTOI; significant odd even; very v-shaped; short period; EB,,gsun,
308425348,308425348.01,1918.01,3.399,3.3983,12.2876,Y,Y,,,FP(EB),N,Significant depth-aperture correlation in QLP report; no match on simbad;alerted by mistake,,bouma,qlp
308851582,308851582.01,,4.919,4.912427,9.8967,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
308851582,308851582.02,,4.912,4.912427,9.8967,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
308991822,308991822.01,,8.226,8.224998,9.0625,Y,Y,,,FP(EB),N,EB; primary/secondary,,lipponen,
309146836,309146836.01,,5.426,5.427521,5.2111,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
309146836,309146836.02,,5.43,5.427521,5.2111,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
318357083,318357083.01,,3.24,3.245,10.2184,Y,Y,,,FP(EB),N,"RUWE binarity score = 0.95.  Found several transits, and it looks like a 'U'.",,rao,
325205605,325205605.01,,4.245,4.248996,11.9179,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
325205605,325205605.02,,4.25,4.248996,11.9179,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
326356701,326356701.01,,1.111,1.112218,8.3387,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
326356701,326356701.02,,1.11,1.112218,8.3387,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
341983711,341983711.01,,2.516,2.5152,13.1335,Y,Y,,,FP(EB),N,Centroid offset centered on another star,"appears confidently for 8 transits in a row, but only appears once during the previous 7.",deen,
344087362,344087362.01,,14.496,7.2383,10.0801,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",BEB,montalto,qlp
349154435,349154435.01,,4.431,4.431976,12.2068,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
349154435,349154435.02,,4.431,4.431976,12.2068,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
349518145,349518145.01,,4.14,4.139636,12.6017,Y,Y,,,FP(EB),N,,odd-even,lipponen,
350479101,350479101.02,,11.923,11.916872,9.2823,Y,Y,,,FP(EB),N,EB; too large,,lipponen,
350480660,350480660.01,,4.463,4.4638,11.3075,Y,Y,,,FP(EB),N,Preliminary Vetting with DAVE,Kelt FP,rao,
352915304,352915304.01,,3.4929,3.4904,10.9457,Y,Y,,,FP(EB),N,Centroid offset centered on another star,"very good, reliable signal.",deen,
355601117,355601117.01,,4.157,4.152178,11.2088,Y,Y,,,FP(EB),N,,Too big.,lipponen,
355601117,355601117.02,,4.15,4.152178,11.2088,Y,Y,,,FP(EB),N,,Too big.,lipponen,
358457398,358457398.01,,2.268,2.276353,11.3587,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
358457398,358457398.02,,2.266,2.276353,11.3587,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
360205899,360205899.01,,0.429,0.428576,12.6942,Y,Y,,,FP(EB),N,EB; primary/secondary,,earley,
372913337,372913337.01,,1.786,1.786,8.9232,Y,Y,,,FP(EB),N,"new CTOI likely member of NGC 2516     , PATHOS-23 in Nardiello et al. (2020)",v-shaped; varying transit depths; odd-even,nardiello,qlp
374732772,374732772.01,,18.794,18.843,10.0122,Y,Y,,,FP(EB),N,"new CTOI likely member of Lupus association  , PATHOS-42 in Nardiello (2020)",large odd/even,nardiello,spoc
381854774,381854774.01,,1.642,1.644572,10.5944,Y,Y,,,FP(EB),N,Odd-even; v-shaped; large,,lipponen,
381856446,381856446.01,,1.769,1.769,12.2989,Y,Y,,,FP(EB),N,Preliminary Vetting with DAVE,,rao,
382260153,382260153.01,,5.7,5.7008,11.3098,Y,Y,,,FP(EB),N,new CTOI; centroid offset,,gsun,
382517745,382517745.01,,10.436,10.441504,10.5992,Y,Y,,,FP(EB),N,,,lipponen,
382517745,382517745.02,,10.438,10.441504,10.5992,Y,Y,,,FP(EB),N,,,lipponen,
388128308,388128308.01,,1.194,1.194174,12.0168,Y,Y,,,FP(EB),N,,,galgano,
394585218,394585218.01,,3.967,3.964158,10.2965,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
394585218,394585218.02,,3.96,3.964158,10.2965,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
406276109,406276109.01,,7.548,7.547228,13.8137,Y,Y,,,FP(EB),N,Eccentric EB,,lipponen,
406681360,406681360.01,,4.904,4.9018,9.61,Y,Y,,,FP(EB),N,31 Re,"Pronounced dip in lightcurve, indicative of potent planetary transit",nrao,
407584737,407584737.01,,5.656,5.650127,7.5728,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
407584737,407584737.02,,5.653,5.650127,7.5728,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
419744996,419744996.01,,7.002,7.00499,8.579701,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
419744996,419744996.02,,7.02,7.00499,8.579701,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
438524691,438524691.01,,8.88,8.86703771,10.428,Y,Y,,,FP(EB),N,newCTOI,off-target from spoc-s32-b02,gsun,spoc
439366537,439366537.01,,4.314,4.314034,8.84283,Y,Y,,,FP(EB),N,"new CTOI, Montalto et al. (2020)",,montalto,
441422220,441422220.01,,3.7,3.699999,9.0641,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
441422220,441422220.02,,3.7,3.699999,9.0641,Y,Y,,,FP(EB),N,Primary/secondary,,lipponen,
140298355,140298355.01,,,,8.3176,N,N,Y,N,FP(IS),N,Found with our in-house single transit finder; looks like systematic,,steuer,qlp
147855066,147855066.01,,,,7.417,N,N,Y,N,FP(IS),N,Found with our in-house single transit finder; likely systematic; data at location flagged out due to poor quality,,steuer,qlp
313006381,313006381.01,4631.01,,320.71,8.7551,N,N,,,FP(IS),N,PHT candidate. Single transit event.,,eisner,spoc
336075472,336075472.01,4632.01,,49.137,10.6329,N,N,,,FP(IS),N,PHT candidate. Single transit event.,,eisner,spoc
349096525,349096525.01,,,,6.0755,N,N,Y,N,FP(IS),N,Found with our in-house single transit finder; can't see transit and duration (0.6 hr) too short for single,,steuer,qlp
407663579,407663579.01,,,,12.9767,N,N,Y,N,FP(IS),N,Found with our in-house single transit finder; looks like systematic,,steuer,qlp
31273263,31273263.01,,,12.0333,10.7858,Y,N,,,FP(IS),N,Rp = 142 Re,,lipponen,
49678165,49678165.01,,35.64,12.364,12.9993,Y,N,,,FP(IS),N,Single transit; centroid offset but not centered on anything; investigate further; background light at epoch 1371 consistent with asteroid,,christiansen,
100103200,100103200.01,,18.446,26.5883; 15.9484,8.69367,Y,N,,,FP(IS),N,IS,,christiansen,
212323118,212323118.01,,169,14.0738; 13.4617,13.9194,Y,N,,,FP(IS),N,Spurious signal,,damboiu,
220408612,220408612.01,,20.428,91.1899,7.7421,Y,N,,,FP(IS),N,Signal seems spurious,,spencer,
220408612,220408612.02,,59.992,91.1899,7.7421,Y,N,,,FP(IS),N,Signal seems spurious,,spencer,
229556468,229556468.01,,,13.2668,10.0722,Y,N,,,FP(IS),N,single transit (nominal period: 120 days),,eisner,
229556468,229556468.02,,,13.2668,10.0722,Y,N,,,FP(IS),N,single transit (nominal period: 50 days),,eisner,
238027971,238027971.01,,14.408,14.4745,10.5178,Y,N,,,FP(IS),N,Scattered light,,cloutier,
244247384,244247384.01,,,12.1559,10.6599,Y,N,,,FP(IS),N,Found with our in-house single transit finder; Sector 32; One transit looks potentially real; other looks like IS,,steuer,spoc
260504147,260504147.01,,4.276,4.2092; 10.8208,8.529,Y,N,,,FP(IS),N,Rp = 107 Re,,lipponen,
307958020,307958020.02,,0,122.2058,8.3498,Y,N,,,FP(IS),N,"another single transit, low impact parameter",,deen,
308991822,308991822.02,,8.299,8.225; 9.6769; 8.2244,9.0625,Y,N,,,FP(IS),N,Rp = 72 Re,,lipponen,
143114211,143114211.01,,13.29,13.279,9.92444,Y,Y,,,FP(IS),N,Scattered light (SPOC),2 V-shaped grazing transits,deen,
219792161,219792161.01,,1.441851,1.441842,7.5456,Y,Y,,,FP(IS),N,Signal from CBV,,holstkristiansen,
327667965,327667965.01,,0.443,9.631,8.1226,N,N,,,FP(V),N,SPOC S27 just shows sinusoidal signal,,lipponen,
11435037,11435037.01,,0.53,1.2285,9.5197,Y,N,Y,N,FP(V),N,"Camera 2, CCD 1, Column 1957, Row 1636, Sector 18; Y1 SPOC multisector report looks like variability",,chiarello,spoc
139468902,139468902.01,,0.465,0.9104,6.9729,Y,N,,,FP(V),N,Stellar variability,,lipponen,
139468902,139468902.02,,0.457,0.9104,6.9729,Y,N,,,FP(V),N,Stellar variability,,lipponen,
158241252,158241252.01,4443.01,1.851,1.8496,7.9147,Y,N,,,FP(V),N,Preliminary Vetting with DAVE,,montalto,spoc
372851967,372851967.01,,0.275,,11.8618,Y,N,,,FP(V),N,"new CTOI, Montalto et al. (2020)",,montalto,
206544316,206544316.01,,0.324,0.32195,11.6337,Y,Y,,,FP(V),N,Variability,,lipponen,
206544316,206544316.02,,0.325,0.32195,11.6337,Y,Y,,,FP(V),N,Variability,,lipponen,
206544316,206544316.03,,0.321,0.32195,11.6337,Y,Y,,,FP(V),N,Variability,,lipponen,
206544316,206544316.04,,0.326,0.32195,11.6337,Y,Y,,,FP(V),N,Variability,,lipponen,
341840536,341840536.01,,2.196,2.1942,8.82182,Y,Y,,,FP(V),N,Variability,appears reliably for 18 transits. Possible shallow second dip could indicate rotation but it looks real.,deen,
48217457,48217457.01,4454.01,3.127,14.325,14.3168,Y,N,,,KP,N,SPOC did not trigger on signal,Kepler confirmed planet KOI-194.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,spoc
180991313,180991313.01,2330.01,2.209,2.2088,11.8699,Y,N,,,KP,Y,"WASP 128b - 37 Mjup; brown dwarf; new CTOI, Montalto et al. (2020)",,montalto,
24725031,24725031.01,,0.533,,7.35422,N,N,,,N/A,N,Stellar variability,,earley,
27916356,27916356.01,3534.01,3.236,3.231,12.6877,N,N,,,N/A,U,Looks ok; needs full QLP report,Kepler confirmed planet KOI-17.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),wilson,
29786532,29786532.01,,1.588,,14.5317,N,N,,,N/A,N,CDIPS report; V-shaped; very large,,bouma,
53682439,53682439.01,,0.641,,15.3426,N,N,,,N/A,U,CDIPS report; looks ok; some odd-even; investigate further,,bouma,
59859387,59859387.01,1881.01,1.12,,10.2761,N,N,,,N/A,Y,V-shaped,,bouma,
93275779,93275779.01,,0.914,,14.9642,N,N,,,N/A,U,CDIPS report; looks ok; faint,"maybe planet, but terrible for followup",bouma,
110718787,110718787.01,,3.092,,13.947,N,N,,,N/A,U,CDIPS report; variable star; some odd-even; seems to be off-target,,bouma,
116887189,116887189.01,,0.806,,14.6168,N,N,,,N/A,N,No report; listed as FP on exofop,,montet,
120033290,120033290.01,,2.266,,12.5521,N,N,,,N/A,U,Needs full QLP report; otherwise ok,,bouma,
125192758,125192758.01,,1.731,,14.1452,N,N,,,N/A,N,Exofop FP,,bouma,
133260600,133260600.01,,1.424,,13.8454,N,N,,,N/A,N,CDIPS report; too large; v-shaped; maybe synchronized,,bouma,
133323306,133323306.01,,1.095,,11.9726,N,N,,,N/A,U*,CDIPS report; looks ok; no QLP report,,bouma,
134528212,134528212.01,,1.605,,13.7025,N,N,,,N/A,U,CDIPS report; HJ; possible secondary; possibly off-target,,bouma,
135036669,135036669.01,2640.01,0.911,,15.709,N,N,,,N/A,U,CDIPS report; shape not convincing,"probably not a planet, but instead Mdwarf persistent dipper",bouma,
135268489,135268489.01,,3.702,,10.6853,N,N,,,N/A,N,1700 ppm secondary; synchronized (SPOC),6 transits. star variable with similar period (3.83 days),deen,
140978827,140978827.01,,8.299,,13.5826,N,N,,,N/A,U,CDIPS report; large,,bouma,
142087638,142087638.01,2404.01,0,,11.1464,N,N,,,N/A,U,QLP finds multiple transit events suggesting multiple bodies. Wait for extended mission before addressing CTOI,PHT candidate. Single transit event.,eisner,
154573032,154573032.01,,1.542,,8.643,N,N,,,N/A,N,Significant odd-even and centroid offset (SPOC),15 transits,deen,
154671430,154671430.01,,1.164,,12.8402,N,N,,,N/A,N,Odd-even,,bouma,
198181553,198181553.01,,1.411,1.411,14.4965,N,N,,,N/A,N,Significant odd-even; 31 Re,,kruse,
198382308,198382308.01,,2.081,,11.8049,N,N,,,N/A,N,3000 ppm secondary,,kruse,
198390707,198390707.01,,0.141365,,12.2469,N,N,,,N/A,N,31 Re; secondary,"seems to be a full planetary transit, but absurdly short period",deen,
199662939,199662939.01,,2.296,2.294,12.5103,N,N,,,N/A,N,Centroid offset on another star,,kruse,
200516835,200516835.01,,3.778,,15.1073,N,N,,,N/A,U,CDIPS report; looks ok,,bouma,
